numano,nummes,datemissao,txnomeparlamentar,sgpartido,sguf,txtdescricao,txtcnpjcpf,txtfornecedor,vlrdocumento,vlrglosa,vlrliquido
2019,1,2019-02-01 00:00:00+00:00,ANDRÉ ABDON,PP,AP,TELEFONIA,02558157000677,TELEFONICA BRASIL SA,192.43,0.00,192.43
2019,1,2019-02-01 00:00:00+00:00,RONALDO LESSA,PDT,AL,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,08147255000193,SANTOS E MENDONCA LTDA,4700.00,0.00,4700.00
2019,1,2019-02-01 00:00:00+00:00,RONALDO LESSA,PDT,AL,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,08147255000193,SANTOS E MENDONCA LTDA,5800.00,0.00,5800.00
2019,1,2019-02-01 00:00:00+00:00,LUCIANO DUCCI,PSB,PR,TELEFONIA,02558157000162,TELEFONICA BRASIL S.A.,629.98,0.00,629.98
2019,1,2019-02-01 00:00:00+00:00,TONINHO WANDSCHEER,PROS,PR,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,09213107000192,Beatriz Chiavegatti Amorese - ME,1423.00,0.00,1423.00
2019,1,2019-02-01 00:00:00+00:00,TONINHO WANDSCHEER,PROS,PR,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",09613772000173,CONDE & DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA,600.00,0.00,600.00
2019,1,2019-02-01 00:00:00+00:00,EXPEDITO NETTO,PSD,RO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,09613772000173,CONDE & DELL ARINGA - DES DE SOFTWARES,555.00,0.00,555.00
2019,1,2019-02-01 00:00:00+00:00,SHÉRIDAN,PSDB,RR,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,02214932000162,NOVITTA RENT A CAR TRANSPORTE LTDA ME,4000.00,0.00,4000.00
2019,1,2019-02-01 00:00:00+00:00,HEITOR SCHUCH,PSB,RS,TELEFONIA,02558157000162,Telefônia Brasil S/A - VIVO,109.99,0.00,109.99
2019,1,2019-02-01 00:00:00+00:00,GEOVANIA DE SÁ,PSDB,SC,TELEFONIA,02558157000162,Telefônia Brasil S/A - VIVO,1303.86,0.00,1303.86
2019,1,2019-02-01 00:00:00+00:00,BALEIA ROSSI,MDB,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,07953931000153,CALIL DIB PROMOÇÕES DE EVENTOS LTDA,4500.00,0.00,4500.00
2019,1,2019-02-01 00:00:00+00:00,HERCULANO PASSOS,MDB,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***30974***,MARIA HILDA SILVA DE SOUZA,5017.78,0.00,5017.78
2019,1,2019-02-01 00:00:00+00:00,RENATA ABREU,PODE,SP,COMBUSTÍVEIS E LUBRIFICANTES.,08604665000116,FORMULA 1 AUTO POSTO LTDA,1669.82,0.00,1669.82
2019,1,2019-02-01 00:00:00+00:00,SAMUEL MOREIRA,PSDB,SP,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,05527558000143,fator F inteligencia em comunicação ltda,13811.00,0.00,13811.00
2019,1,2019-02-01 00:00:00+00:00,NEREU CRISPIM,PSL,RS,PASSAGENS AÉREAS,02012862000160,TAM LINHAS AEREAS S/A.,881.17,0.00,881.17
2019,1,2019-02-01 00:00:00+00:00,VINICIUS POIT,NOVO,SP,PASSAGENS AÉREAS,02575829000148,AVIANCA BRASIL,516.27,0.00,516.27
2019,1,2019-02-01 00:00:00+00:00,MARIA ROSAS,PRB,SP,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",03297194000470,14 - BONAPARTE HOTEL - ABITARE HOTELARIA,866.80,0.00,866.80
2019,1,2019-01-31 17:10:55+00:00,CHICO D'ANGELO,PDT,RJ,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,62.55,0.00,62.55
2019,1,2019-01-31 17:06:26+00:00,WOLNEY QUEIROZ,PDT,PE,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,44.05,0.00,44.05
2019,1,2019-01-31 17:01:17+00:00,DARCÍSIO PERONDI,MDB,RS,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,10.20,0.00,10.20
2019,1,2019-01-31 17:01:08+00:00,DARCÍSIO PERONDI,MDB,RS,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,218.89,0.00,218.89
2019,1,2019-01-31 17:01:01+00:00,WILSON FILHO,PTB,PB,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL COM AR,64.66,0.00,64.66
2019,1,2019-01-31 17:00:49+00:00,PROFESSORA DORINHA SEABRA REZENDE,DEM,TO,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA REGISTRADA COM AR,14.20,0.00,14.20
2019,1,2019-01-31 17:00:39+00:00,DARCÍSIO PERONDI,MDB,RS,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,105.93,0.00,105.93
2019,1,2019-01-31 16:48:09+00:00,EDUARDO BARBOSA,PSDB,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10,87.10,0.00,87.10
2019,1,2019-01-31 16:47:15+00:00,AFONSO HAMM,PP,RS,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10,28.10,0.00,28.10
2019,1,2019-01-31 16:46:16+00:00,AFONSO HAMM,PP,RS,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENVELOPE BÁSICO/CONVENCIONAL - PLÁSTICO/BOLHA,3.30,0.00,3.30
2019,1,2019-01-31 16:43:48+00:00,DARCÍSIO PERONDI,MDB,RS,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,67.56,0.00,67.56
2019,1,2019-01-31 16:42:52+00:00,DARCÍSIO PERONDI,MDB,RS,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,50.64,0.00,50.64
2019,1,2019-01-31 16:36:17+00:00,DOMINGOS SÁVIO,PSDB,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA REGISTRADA,8.45,0.00,8.45
2019,1,2019-01-31 16:36:11+00:00,MIGUEL CORRÊA,PT,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,177.30,0.00,177.30
2019,1,2019-01-31 16:35:51+00:00,MARGARIDA SALOMÃO,PT,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,175.50,0.00,175.50
2019,1,2019-01-31 16:35:34+00:00,PAULO FOLETTO,PSB,ES,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,61.42,0.00,61.42
2019,1,2019-01-31 15:57:25+00:00,JORGE CÔRTE REAL,PTB,PE,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,50.64,0.00,50.64
2019,1,2019-01-31 15:56:13+00:00,ÁTILA LIRA,PSB,PI,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,20.40,0.00,20.40
2019,1,2019-01-31 15:54:37+00:00,GONZAGA PATRIOTA,PSB,PE,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,43.40,0.00,43.40
2019,1,2019-01-31 15:52:04+00:00,ROBERTO BRITTO,PP,BA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA REGISTRADA,346.05,0.00,346.05
2019,1,2019-01-31 15:44:54+00:00,FÉLIX MENDONÇA JÚNIOR,PDT,BA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,16.59,0.00,16.59
2019,1,2019-01-31 14:47:35+00:00,FLAVINHO,PSC,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10 COM AR,78.85,0.00,78.85
2019,1,2019-01-31 14:47:26+00:00,WALNEY ROCHA,PATRI,RJ,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,44.11,0.00,44.11
2019,1,2019-01-31 14:47:16+00:00,BONIFÁCIO DE ANDRADA,DEM,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 12,66.30,0.00,66.30
2019,1,2019-01-31 14:42:24+00:00,ROBERTO BRITTO,PP,BA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA REGISTRADA,344.60,0.00,344.60
2019,1,2019-01-31 14:37:59+00:00,LUIZ COUTO,PT,PB,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10,95.00,0.00,95.00
2019,1,2019-01-31 13:22:20+00:00,JOSÉ GUIMARÃES,PT,CE,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,50.64,0.00,50.64
2019,1,2019-01-31 13:16:17+00:00,CELSO MALDANER,MDB,SC,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,58.91,0.00,58.91
2019,1,2019-01-31 13:15:59+00:00,EDUARDO BARBOSA,PSDB,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,19.40,0.00,19.40
2019,1,2019-01-31 13:15:46+00:00,SIMÃO SESSIM,PP,RJ,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,179.40,0.00,179.40
2019,1,2019-01-31 13:10:15+00:00,JOÃO PAULO PAPA,PSDB,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10,56.90,0.00,56.90
2019,1,2019-01-31 13:02:02+00:00,ZÉ GERALDO,PT,PA,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,54.88,0.00,54.88
2019,1,2019-01-31 13:01:38+00:00,HUGO LEAL,PSD,RJ,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,112.00,0.00,112.00
2019,1,2019-01-31 13:00:54+00:00,VANDER LOUBET,PT,MS,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,48.80,0.00,48.80
2019,1,2019-01-31 12:31:28+00:00,DILCEU SPERAFICO,PP,PR,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,66.18,0.00,66.18
2019,1,2019-01-31 12:28:52+00:00,COVATTI FILHO,PP,RS,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL COM AR,49.15,0.00,49.15
2019,1,2019-01-31 12:21:08+00:00,DILCEU SPERAFICO,PP,PR,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,58.91,0.00,58.91
2019,1,2019-01-31 12:10:30+00:00,DILCEU SPERAFICO,PP,PR,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,282.56,0.00,282.56
2019,1,2019-01-31 11:52:21+00:00,PAULO FOLETTO,PSB,ES,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,21.42,0.00,21.42
2019,1,2019-01-31 11:51:07+00:00,LUIZA ERUNDINA,PSOL,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,35.00,0.00,35.00
2019,1,2019-01-31 11:51:03+00:00,ESPERIDIÃO AMIN,PP,SC,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CARTA COMERCIAL,2.70,0.00,2.70
2019,1,2019-01-31 11:50:51+00:00,LUIZA ERUNDINA,PSOL,SP,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10,16.45,0.00,16.45
2019,1,2019-01-31 11:50:29+00:00,ESPERIDIÃO AMIN,PP,SC,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,62.55,0.00,62.55
2019,1,2019-01-31 11:49:42+00:00,COVATTI FILHO,PP,RS,SERVIÇOS POSTAIS,00000000000007,CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,4.60,0.00,4.60
2019,1,2019-01-31 11:49:05+00:00,AROLDE DE OLIVEIRA,PSD,RJ,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,1247.20,0.00,1247.20
2019,1,2019-01-31 10:04:23+00:00,BETO ROSADO,PP,RN,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX 10,95.00,0.00,95.00
2019,1,2019-01-31 09:39:55+00:00,GABRIEL GUIMARÃES,PT,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,60.28,0.00,60.28
2019,1,2019-01-31 09:39:34+00:00,GABRIEL GUIMARÃES,PT,MG,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,83.92,0.00,83.92
2019,1,2019-01-31 09:38:55+00:00,JOÃO DERLY,REDE,RS,SERVIÇOS POSTAIS,00000000000007,CORREIOS - ENCOMENDA PAC,87.64,0.00,87.64
2019,1,2019-01-31 09:27:59+00:00,DIEGO GARCIA,PODE,PR,SERVIÇOS POSTAIS,00000000000007,CORREIOS - SEDEX CONVENCIONAL,58.91,0.00,58.91
2019,1,2019-01-31 00:00:00+00:00,LIDERANÇA DO PT,PT,NA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,09017042000100,M E CARDOSO RESTAURANTE E LANCHONETE ME,1535.00,0.00,1535.00
2019,1,2019-01-31 00:00:00+00:00,PODE,PODE,NA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,22836210000157,RAFAEL DOS SANTOS SILVA 72238208100,748.00,0.00,748.00
2019,1,2019-01-31 00:00:00+00:00,PSD,PSD,NA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,30561574000108,ROBERTTH MOREIRA DE JESUS,5355.00,0.00,5355.00
2019,1,2019-01-31 00:00:00+00:00,IRACEMA PORTELLA,PP,PI,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",13845495000100,IFT.COM EDITORAÇÃO ELETRONICA LTDA,7500.00,0.00,7500.00
2019,1,2019-01-31 00:00:00+00:00,BETO MANSUR,MDB,SP,"PARTICIPAÇÃO EM CURSO, PALESTRA OU EVENTO SIMILAR",43343391000745,BERLITZ CENTRO DE IDIOMAS S/A,7751.80,54.64,7697.16
2019,1,2019-01-31 00:00:00+00:00,CELSO RUSSOMANNO,PRB,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,43283811005976,Kalunga Comercio e Industria Grafica Ltda,57.10,0.00,57.10
2019,1,2019-01-31 00:00:00+00:00,CELSO RUSSOMANNO,PRB,SP,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,42591651068104,ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA,19.90,0.00,19.90
2019,1,2019-01-31 00:00:00+00:00,RUBENS BUENO,PPS,PR,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,10542662000147,COCO BAMBU LAGO SUL COMERCIO DE ALIMENTOS LTDA,98.00,0.00,98.00
2019,1,2019-01-31 00:00:00+00:00,HENRIQUE FONTANA,PT,RS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",00031708000100,SINPETAXI,40.00,0.00,40.00
2019,1,2019-01-31 00:00:00+00:00,POMPEO DE MATTOS,PDT,RS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,12132854000100,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA,426.70,0.00,426.70
2019,1,2019-01-31 00:00:00+00:00,POMPEO DE MATTOS,PDT,RS,COMBUSTÍVEIS E LUBRIFICANTES.,00306597003112,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,50.00,0.00,50.00
2019,1,2019-01-31 00:00:00+00:00,BENEDITA DA SILVA,PT,RJ,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,22154714000197,Agenda em Foco Empresa de Comunicação - EIRELI - ME,9000.00,0.00,9000.00
2019,1,2019-01-31 00:00:00+00:00,BENEDITA DA SILVA,PT,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,23881185000196,3HB COMERCIO DE ALIMENTOS E BEBIDAS LTDA,146.30,0.00,146.30
2019,1,2019-01-31 00:00:00+00:00,DILCEU SPERAFICO,PP,PR,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,11071967000180,LOCADORA GRALHA AZUL LTDA,3450.00,0.00,3450.00
2019,1,2019-01-31 00:00:00+00:00,RICARDO BARROS,PP,PR,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,29649568000110,ORN MIDIA COMUNICAÇÃO EIRELI,12500.00,0.00,12500.00
2019,1,2019-01-31 00:00:00+00:00,YEDA CRUSIUS,PSDB,RS,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,07976147002295,Movida Locação de Veículos LTDA,3500.00,0.00,3500.00
2019,1,2019-01-31 00:00:00+00:00,ALICE PORTUGAL,PCdoB,BA,COMBUSTÍVEIS E LUBRIFICANTES.,29102323000178,POSTO DIQUE COMBUSTIVEIS LTDA.-EPP,230.64,0.00,230.64
2019,1,2019-01-31 00:00:00+00:00,ELCIONE BARBALHO,MDB,PA,COMBUSTÍVEIS E LUBRIFICANTES.,00306597006308,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.00,0.00,100.00
2019,1,2019-01-31 00:00:00+00:00,ELCIONE BARBALHO,MDB,PA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,20011372000120,GOODS RESTAURANTE E LANCHONETE EIRELI,99.00,0.00,99.00
2019,1,2019-01-31 00:00:00+00:00,PAUDERNEY AVELINO,DEM,AM,COMBUSTÍVEIS E LUBRIFICANTES.,00306597006995,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,156.84,0.00,156.84
2019,1,2019-01-31 00:00:00+00:00,PAUDERNEY AVELINO,DEM,AM,COMBUSTÍVEIS E LUBRIFICANTES.,00306597006995,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,59.21,0.00,59.21
2019,1,2019-01-31 00:00:00+00:00,PAUDERNEY AVELINO,DEM,AM,COMBUSTÍVEIS E LUBRIFICANTES.,00306597006995,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,143.62,0.00,143.62
2019,1,2019-01-31 00:00:00+00:00,PAUDERNEY AVELINO,DEM,AM,COMBUSTÍVEIS E LUBRIFICANTES.,00306597006995,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,181.23,0.00,181.23
2019,1,2019-01-31 00:00:00+00:00,JOSÉ CARLOS ARAÚJO,PR,BA,COMBUSTÍVEIS E LUBRIFICANTES.,96768957000151,MEIRELES COM. DE DER. DE PETROLEO LTDA - EPP,2300.00,0.00,2300.00
2019,1,2019-01-31 00:00:00+00:00,JOSÉ CARLOS ARAÚJO,PR,BA,COMBUSTÍVEIS E LUBRIFICANTES.,37130481000160,SAO JOAO POSTOS DE ABASTECIMENTO E SERVICOS LTDA,193.31,0.00,193.31
2019,1,2019-01-31 00:00:00+00:00,JOSÉ CARLOS ARAÚJO,PR,BA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,00595462000107,CARNE DE SOL 111 LTDA,112.40,0.00,112.40
2019,1,2019-01-31 00:00:00+00:00,JOSIAS GOMES,PT,BA,COMBUSTÍVEIS E LUBRIFICANTES.,05849569000140,AUTO POSTO 109 NORTE LTDA,151.58,0.00,151.58
2019,1,2019-01-31 00:00:00+00:00,ODAIR CUNHA,PT,MG,COMBUSTÍVEIS E LUBRIFICANTES.,19743793000167,Auto Posto Brandão III Ltda-ME,100.03,0.00,100.03
2019,1,2019-01-31 00:00:00+00:00,ODAIR CUNHA,PT,MG,COMBUSTÍVEIS E LUBRIFICANTES.,00306597003112,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.00,0.00,100.00
2019,1,2019-01-31 00:00:00+00:00,MARINHA RAUPP,MDB,RO,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***24508***,Adelar Francisco Zaro,4500.00,0.00,4500.00
2019,1,2019-01-31 00:00:00+00:00,ANÍBAL GOMES,DEM,CE,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",05443449000148,VERTICE - SOCIEDADE CIVIL DE PROFISSIONAIS ASSOCIADOS,5000.00,0.00,5000.00
2019,1,2019-01-31 00:00:00+00:00,JULIO LOPES,PP,RJ,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***23674***,CECÍLIA CARVALHO MIRANDA,3500.00,0.00,3500.00
2019,1,2019-01-31 00:00:00+00:00,JOSÉ MENTOR,PT,SP,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,14017781000212,C GOMES DOS SANTOS RESTAURANTES E LANCHONETES LTD,24.00,0.00,24.00
2019,1,2019-01-31 00:00:00+00:00,VICENTINHO,PT,SP,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***59711***,ELIANE PICCININ DA CRUZ,3000.00,0.00,3000.00
2019,1,2019-01-31 00:00:00+00:00,VICENTINHO,PT,SP,COMBUSTÍVEIS E LUBRIFICANTES.,00306597003112,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,50.00,0.00,50.00
2019,1,2019-01-31 00:00:00+00:00,JÚLIO CESAR,PSD,PI,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,19923146000137,BRASAO VIGILANCIA E SEGURANCA LTDA,6000.00,0.00,6000.00
2019,1,2019-01-31 00:00:00+00:00,NILSON PINTO,PSDB,PA,COMBUSTÍVEIS E LUBRIFICANTES.,29032820000147,BELIZE COMPANY AUTO POSTO,100.00,0.00,100.00
2019,1,2019-01-31 00:00:00+00:00,GIACOBO,PR,PR,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",24217139000150,"MARTELI, RIALTO, BECK LIMA & BERTI ADVOGADOS ASSOCIADOS",3000.00,0.00,3000.00
2019,1,2019-01-31 00:00:00+00:00,ANDRÉ DE PAULA,PSD,PE,COMBUSTÍVEIS E LUBRIFICANTES.,37130481000160,SAO JOAO POSTOS DE ABAST E SERV. LTDA,161.31,0.00,161.31
2019,1,2019-01-31 00:00:00+00:00,CLAUDIO CAJADO,PP,BA,COMBUSTÍVEIS E LUBRIFICANTES.,07743777000195,AUTO EIXO 208 NORTE LTDA,60.00,0.00,60.00
2019,1,2019-01-31 00:00:00+00:00,CLAUDIO CAJADO,PP,BA,COMBUSTÍVEIS E LUBRIFICANTES.,07743777000195,AUTO EIXO 208 NORTE LTDA,50.00,0.00,50.00
2019,1,2019-01-31 00:00:00+00:00,CLAUDIO CAJADO,PP,BA,COMBUSTÍVEIS E LUBRIFICANTES.,00306597003112,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,39.98,0.00,39.98
2019,1,2019-01-31 00:00:00+00:00,CLAUDIO CAJADO,PP,BA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,26471425000172,FTL DE LA ROCQUE,59.00,1.00,58.00
2019,1,2019-01-31 00:00:00+00:00,CLAUDIO CAJADO,PP,BA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,37124724000157,GREEN'S ALIMENTOS EIRELI,30.80,0.00,30.80
2019,1,2019-01-31 00:00:00+00:00,JOSÉ CARLOS ALELUIA,DEM,BA,COMBUSTÍVEIS E LUBRIFICANTES.,00306597006995,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,150.00,0.00,150.00
2019,1,2019-01-31 00:00:00+00:00,JOSÉ ROCHA,PR,BA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,12132854000100,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,87.50,0.00,87.50
2019,1,2019-01-31 00:00:00+00:00,JOSÉ ROCHA,PR,BA,COMBUSTÍVEIS E LUBRIFICANTES.,07192452000161,3L COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,215.07,0.00,215.07
2019,1,2019-01-31 00:00:00+00:00,NELSON PELLEGRINO,PT,BA,COMBUSTÍVEIS E LUBRIFICANTES.,10939971000155,EIXINHO L 212 NORTE COM DE COM E DERIV LTDA,135.97,0.00,135.97
2019,1,2019-01-31 00:00:00+00:00,NELSON PELLEGRINO,PT,BA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,01581041000181,MARIA DE FATIMA BANDEIRA BEZERRA,71.15,0.00,71.15
2019,1,2019-01-31 00:00:00+00:00,NELSON PELLEGRINO,PT,BA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,07286731000194,SILT SELF SERVICE EIRELI ME,22.47,0.00,22.47
2019,1,2019-01-31 00:00:00+00:00,EDUARDO BARBOSA,PSDB,MG,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,01590728000345,Microtecnica Informatica Ltda,246.00,0.00,246.00
2019,1,2019-01-31 00:00:00+00:00,MAURO LOPES,MDB,MG,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,07510307000181,GARDINUS RESTAURANTE & BUFFET LTDA.,99.01,0.00,99.01
2019,1,2019-01-31 00:00:00+00:00,JANDIRA FEGHALI,PCdoB,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,04473193000159,POSTO DA TORRE EIRELI - EPP,100.00,0.00,100.00
2019,1,2019-01-31 00:00:00+00:00,JANDIRA FEGHALI,PCdoB,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,33469172001644,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,68.50,0.00,68.50
2019,1,2019-01-31 00:00:00+00:00,LAURA CARNEIRO,DEM,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,00306597005328,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,150.03,0.00,150.03
2019,1,2019-01-31 00:00:00+00:00,LAURA CARNEIRO,DEM,RJ,COMBUSTÍVEIS E LUBRIFICANTES.,42426965000190,POSTO SUPERSONICO LTDA,178.36,0.00,178.36
2019,1,2019-01-31 00:00:00+00:00,LAURA CARNEIRO,DEM,RJ,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,19465134000106,MANZUA RESTAURANTE LTDA,38.42,0.00,38.42
2019,1,2019-01-31 00:00:00+00:00,EDUARDO BOLSONARO,PSL,SP,COMBUSTÍVEIS E LUBRIFICANTES.,00306597007614,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,165.49,0.00,165.49
2019,1,2019-01-31 00:00:00+00:00,CACÁ LEÃO,PP,BA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,***22202***,ELDA ELBACHÁ PEREIRA,3267.00,0.00,3267.00
2019,1,2019-01-31 00:00:00+00:00,ANDRÉ FIGUEIREDO,PDT,CE,COMBUSTÍVEIS E LUBRIFICANTES.,00097626000400,BRASAL COMBUSTIVEIS LTDA,177.03,0.00,177.03
2019,1,2019-01-31 00:00:00+00:00,AFONSO HAMM,PP,RS,COMBUSTÍVEIS E LUBRIFICANTES.,92169218000192,GARAGEM PARQUE DO ARVOREDO LTDA,100.10,0.00,100.10
